对可以拍摄夜晚灯光和运动物体效果很好	14,16 1
非常人性化的设计啊	6,8 1
做工好	0,2 1
摄像的效果不错	0,5 1
的对焦准确性相当好	1,6 1
高下照片燥点比较明显	2,6 -1
散热不是很好	0,2 -1
但也发现局部有较明显的紫边	11,13 -1
成相质量好	0,4 1
变焦比小	0,2 -1
声音还原较佳	0,4 1
性价比也不怎么样	0,3 -1
手持的握感还是相当不错的	3,5 1
居然带简单的手动模式	6,10 1
锐度高	0,2 1
虽然可连接电脑当摄像头使用但效果非常差	14,16 -1
成像锐度不甚理想	0,4 -1
中央对焦点很快	0,5 1
除了价格比较高一些	2,4 1
且液晶屏旁的滚轮操作不是那么顺手	6,10 -1
威猛的机身	3,5 1
拍出人物的皮肤较硬	-1,-1 -1
前后双拨轮令操作更快捷更简单	6,8 1
图像细腻程度较高	0,6 1
实际拍摄效果还算是比较令人满意的了	0,6 1
在我看来一切都很完美了	-1,-1 1
菜单操作相对复杂	0,4 1
设计出色	0,2 1
效果明显	0,2 1
大容量的价格一直比较高	4,6 -1
高光物体边缘有明显紫边现象	9,11 -1
另外就是我后面要说的由于系统垃圾	12,14 -1
而且色彩鲜艳反差略大	2,4 -1
外观小巧但有质感	0,2 1
可视角度很大	0,4 1
短片功能不错	0,4 1
的这枚镜头分辨率很出色	3,8 1
对焦很快	0,2 1
体积小巧	0,2 1
反而各个功能都不尽人意	4,6 -1
使对焦点选择等操控更加便捷	7,9 1
在画面细节上的表现还算不错	1,9 1
小的参数很齐全	2,4 1
拍摄速度在光线好是不错	0,4 1
保留了广角还是很吸引人的	3,5 1
成像质量不错	0,4 1
考虑到卡不人性的价格	8,10 -1
在视频拍摄功能方面和相比也有一定的进步	1,7 1
机器真的很漂亮	-1,-1 1
这个画面表现还不错	2,4 1
做工用精湛来形容不为过	0,2 1
部分技术参数差强人意	2,6 -1
而且使用速度狂慢我用的是苹果一体机	2,6 -1
感觉价格还算可以	2,4 1
现在的清晰度很好	3,6 1
的高感画质相当不错	3,5 1
的画质已经提升了很多	1,3 1
却有着以往时尚类数码相机所不具备的丰富功能	19,21 1
价格太高	0,2 -1
开机慢大概秒以上	0,2 -1
直观的界面	3,5 1
总之我觉得还是相当不错的机子	-1,-1 1
不过能使用碱性五号电池也是优点	9,11 1
功能局限	0,2 -1
就是屏幕的显示效果一般	2,9 -1
外放声音有点小	0,4 -1
的微距对焦速度也理想	3,7 1
套头比要强多了	0,2 1
整体机器比较大气	-1,-1 1
在实际使用时感觉的镜头变形控制的非常出色	9,13 1
有大量场景模式供选择	3,7 1
耗电量比屏幕的还高	0,3 -1
独特的旋转镜头加上飞快的开机速度	3,7 1
转轮和八向键比较好用或许是因为我没有尝过摇杆的厉害吧	0,2 1
当然后壳有点软	2,4 -1
的电池性能也只能算一般	1,5 -1
但想手动调节还不行	2,6 -1
拥有最近厘米的超级微距能力	9,13 1
屏显还好	0,2 1
合焦速度还不错	0,4 1
他的色彩在柯美中尚算一流	2,4 1
奥林巴斯的外形做得非常有特色	5,7 1
录音效果还算可以了	0,4 1
便宜好用的自动镜头少	7,9 1
屏幕非常赞	0,2 1
机体小巧	0,2 1
在显示器看的图片色彩异常的好	6,10 1
功能完善而强大	0,2 1
突起部分起到了很好的握持支撑	10,14 1
而这款尼康的还原性非常好	6,9 1
的液晶屏还原色彩真实	6,8 1
原装配件太贵	0,4 -1
不过这样带来的坏处是有时候看照片会很不方便	-1,-1 -1
所以标配的的拍照持续时间一般	6,12 -1
而且在拍摄人像的时也能获得令人意想不到的视觉效果	20,24 1
毫米的焦距也很标准	3,5 1
摄像画面质量很好	0,6 1
局部做得比较粗糙	0,2 -1
多重曝光非常好玩∩∩哈哈	0,4 1
最重要的镜头和没有变化并且价格更加便宜	13,15 -1
在高光条件下拍摄图像相当不错	8,10 1
价格实惠	0,2 1
对焦点少了点	0,3 -1
拍得可真清楚	-1,-1 1
手感操控性能画质已然全面落后	0,2 -1
机器反应速度更快	2,6 1
其他操控手感偏于生硬	2,6 -1
小巧机身蕴涵了五百万像素的和三倍光学变焦镜头	2,4 1
软件垃圾导致的费电	0,2 -1
色泽与可视角表现也佳	0,2 1
还有几个试用者也表示这个光圈环很是舒服	12,15 1
试了几次开关机感觉启动速度还比较快	9,13 1
边缘锐利度不错	0,5 1
噪点控制不错	0,4 1
最佳的集成化	3,6 1
总体来说是一个不错的机器	-1,-1 1
笔者发现该机成像颗粒比较粗糙	6,10 -1
成像的质量都比较高	0,5 1
英寸实在太落后了	-1,-1 -1
全中文菜单设置层级合理	3,5 1
短片占用存储卡空间偏大	0,9 -1
的手感相当不错	1,3 1
这是一部价格优惠	4,6 1
躁点和紫边严重	0,2 -1
且色彩十分讨喜	1,3 1
开机速度快	0,4 1
体积不大	0,2 1
它的做工确实精湛镜头也很漂亮就是一件工艺品	2,4 1
使相机具备了更强大的数据处理能力	10,16 1
对焦点那个多啊	0,3 1
机器外形很漂亮	0,4 1
还原效果理想	0,4 1
连拍的声音很有	0,5 1
微距自动对焦较慢	0,6 -1
成像好	0,2 1
显色高亮清晰	0,2 1
还很山寨的后盖	5,7 -1
相机反应速度有点慢	2,6 -1
机子的电池不行	3,5 -1
画质又不错	0,2 1
变焦感觉有点慢哦	0,2 -1
麦克风和音量键的设计的确不合理	0,3 -1
强大的对焦系统	3,7 1
但续航能力依然不弱	1,5 1
具有强大的动态短片拍摄功能	5,13 1
自动人像识别和人像追踪对于拍摄非常的实用	0,6 1
手感非常好	0,2 1
下载软件也很慢	0,4 -1
紫边和暗角也控制的相当不错	0,2 1
外形亮丽	0,2 1
使得防滑性更好	2,5 1
感光度设置不当	0,5 -1
做工非常的精致	0,2 1
高感光度成像质量很好	0,8 1
成像不突出	0,2 -1
格式的录像效果我感觉也很满意	3,7 1
静音快门很实用	0,4 1
但是相应的内存卡占用也很大	5,8 -1
它的连拍速度非常过瘾	2,6 1
屏幕英寸不错	0,2 1
但手感不错	1,3 1
手动变焦对焦环手感舒适	0,9 1
而且设计的镜头有些突出	5,7 -1
屏幕很清楚	0,2 1
所以在图像处理的速度方面非常迅速	3,10 1
感觉很重屏幕很窄	-1,-1 -1
选单设置丰富	0,4 1
自由度稍显不足	0,3 -1
的手感确实没有广告的图片那么好	1,3 -1
能在光线不足的环境中拍摄出清晰的照片	16,18 1
留给用户自定义的快门速度值有限	8,13 -1
电耗厉害	0,2 -1
发现测光系统非常灵敏	2,6 1
而且相机成像的质量也不错	2,9 1
色彩也鲜艳	0,2 1
像素较高达到	0,2 1
松下出来的图片的比对度的确有点不够	5,11 -1
这就是实用的翻转	6,8 1
电力的确非常充沛	0,2 1
相机的成像质量好	3,7 1
感觉镜筒的设计是很随便的没有用心	2,7 -1
这款相机在外观上并非超薄	5,7 -1
长焦端光圈显得小了些	0,5 -1
噪点控制相当不错	0,4 1
左上角的拨盘看上去仍然很幼稚	4,6 -1
英寸液晶屏显示效果出色	2,5 1
效果很好	0,2 1
星头对焦速度更快	2,6 1
色彩还原也比较准确	0,4 1
在高分辨下它的噪点和成像颗粒感会稍微严重一些	7,9 -1
价格便宜	0,2 1
还有镜头保护盖很容易松	2,7 -1
单拨轮转盘在看片子时很舒服	-1,-1 1
完备的配件	3,5 1
使得拍照的抓拍能力不是很强	2,9 -1
但变焦阻尼较大	1,5 -1
色彩方面更加趋于接近真实	0,2 1
但握持感更强烈	1,4 1
色彩还原真实	0,2 1
好像油漆有点软啊	2,4 -1
布置紧凑	0,2 1
镜头小了一点	0,2 -1
自动档拍照并不象有些网上评说的效果那么差	0,5 1
但是在长焦端拍摄特写效果依旧显著	8,12 1
操作时手感很好	3,5 1
待机很满意	0,2 1
入手水货质量一般	4,6 -1
边角画质也很好	0,4 1
他也对荣耀的屏幕细腻度很惊艳	6,11 1
手动功能很全面	0,4 1
白平衡也好	0,3 1
短片模式也比较吸引人有	0,4 1
屏幕太小	0,2 -1
的恒定光圈让人遗憾	1,5 -1
寸万像素的超级晶彩屏视角非常宽	8,12 1
开机速度快	0,4 1
软件的人性化一般般	0,6 -1
整机很沉重	0,2 -1
手机的键盘也很爽	3,5 1
画质略弱于	0,2 -1
画面细腻	0,2 1
对焦速度以及很短的快门延迟	9,13 1
屏幕变大变更清晰了	0,2 1
反转屏的设计很好用且方便构图	0,6 1
画质出众	0,2 1
做工一般	0,2 -1
对焦速度十分快	0,4 1
在模式下拍摄的照片依然比较细腻	7,9 1
机身背面比较抢眼	0,4 1
对于这样小巧且重量很轻的相机来说	7,9 1
机身平整光滑	0,2 1
出色的制造工艺加上强金属质感的拉丝工艺面板	3,7 1
风景摄影表现一般	0,4 -1
富士机表现尚好	-1,-1 1
对焦速度并没有广告中的那么神	0,4 -1
系统的漂亮界面	5,7 1
画质素质不俗	0,4 1
对焦速度慢	0,4 -1
机器有点慢	-1,-1 -1
内容十分详尽	0,2 1
而它极轻的快门声音和微小机震几乎是我所使用过的数码单反中控制的最好的	5,9 1
这个镜头的成像还算不错	2,7 1
快门时滞稍长	0,4 -1
作为高画质摄像机来说总体质量很轻	12,14 1
噪点也低	0,2 1
所以机身很轻薄	2,4 1
颜色亮丽	0,2 1
对焦干脆	0,2 1
使本机有较强的实用价值	7,11 1
丰富的功能	3,5 1
对红色和绿色的饱和度还原的比较好	7,10 1
感受屏幕分辨率不错	2,7 1
我觉得满耐用的	-1,-1 1
效果还不错的	0,2 1
功能强大	0,2 1
这样在显示效果方面就细腻了很多	3,7 1
色彩自然逼真	0,2 1
菜单按键和前后转盘等的设计都非常方便实用	0,2 1
就说下设计上的不足	3,5 -1
色彩还原表现准确	0,2 1
逆光性能优秀	0,4 1
锐度强	0,2 1
配置不错	0,2 1
实际拍摄感觉色彩艳丽	6,8 1
另外的色彩还原我觉得也可以	3,7 1
电池比前者贵很多	0,2 -1
材料做工质感非常差劲	0,6 -1
粘贴的牢靠度太差	0,6 -1
但感动的镜头的确是一流的外观	4,6 1
充电速度挺快	0,4 1
的机器操作也很简单	3,5 1
微距性能不突出	0,4 -1
转场动画比起蝴蝶更优异	0,4 1
而且在微距状态下对焦速度飞快	8,12 1
寸显示屏也是在同档次价位相机中比较大的	1,4 1
屏幕真的很舒服	0,2 1
但操作起来一点也不复杂	1,3 1
机子重量还行	0,4 1
这时紫边并不明显	2,4 1
在日光下色彩还原非常好	4,8 1
原因之一是转盘太小	5,7 -1
对焦速度方面依然表现一般	0,4 -1
索尼一向功能强大	4,6 1
英寸超大液晶屏幕	4,8 1
设置参数多	0,4 1
速度较快	0,2 1
液晶屏幕的响应时间非常迅速	5,9 1
处理器处理功能强大	0,3 1
机身加镜头的体积也略大	6,8 -1
机身做工在同档次产品中比较出众	0,4 1
机身接缝紧密	0,4 1
确实是一个不错的设计	8,10 1
的紫边现象比较轻微	1,5 1
屏幕显示效果突出	0,6 1
美能达是存在降噪不好的情况	6,8 -1
网络上许多讨论与画质测试依然相当出色	8,10 1
机身塑料感强轻	2,5 -1
性能参数也不容忽视	0,4 1
画面细腻	0,2 1
光圈性能出众	0,4 1
速度很快	0,2 1
表面喷漆和尼康的的那种梨皮漆相比还有点过于细腻	0,4 -1
不主流的顺滑系统	6,8 -1
使所拍摄的相片真实感较差	5,10 -1
是绝的的性价比高	4,7 1
闪光灯简化了	0,3 1
外放音乐效果差强人意	0,6 -1
此外电动变焦镜头挺好玩的	2,8 1
整机感觉略轻	-1,-1 1
感觉对焦速度很快	2,6 1
这机身重量还是偏沉	1,5 -1
画面闪烁感较强	0,5 -1
效果一流	0,2 1
具有多种情景模式	4,8 1
可玩性相当高	0,3 1
能在如此小巧的机身中藏下如此丰富的功能确实也是难能可贵的	17,19 1
金属机身做工很好	2,6 1
而它的对焦速度也非常出色并且在拍摄过程中	3,7 1
电池够强劲	0,2 1
系统也是很好用	0,2 1
的对焦屏比较简单的感觉	1,4 1
外观沉稳大气	0,2 1
如此的续航能力算是相当不错的	3,7 1
松下的的触摸屏灵敏快速	4,7 1
的功能是众多七百万像素机型中最丰富	1,3 1
各种应用软件非常丰富	2,6 1
拍照时快门时滞明显	3,7 -1
像质锐利	0,2 1
发现此机对于暗光线下的拍摄非常出色	11,13 1
噪点还是略略多一些	0,2 -1
的微距值得称道	1,3 1
的手动功能还是挺丰富的	1,5 1
感觉手柄还是略小	2,4 -1
液晶屏太小相素太低	0,3 -1
色彩还原真实自然	0,2 1
而且视频的效果很差	2,7 -1
外观上比较小巧时尚	0,2 1
照片分享也给力很多	0,4 1
设置相当的细腻	0,2 1
具有对焦安静迅速的特点	2,4 1
另外感觉二者反应都很慢哈	6,8 -1
的对焦比较慢	1,3 -1
机身给本人感觉就是手感顺滑	9,11 1
屏幕很好	0,2 1
人机界面非常人性化	0,4 1
但我却很喜欢真实的色彩	9,11 1
自动曝光比较准确	0,4 1
外放声音很小	0,4 -1
操作方式过于繁琐	0,4 -1
快门延时稍长	0,4 -1
电池使用时间超长	0,6 1
有比较明显的躁点	6,8 -1
是一款综合素质不错的便携式消费级数码相机	-1,-1 1
为什么照片这么小	3,5 -1
手感依然舒适	0,2 1
做工比扎实很多	0,2 1
感觉最爽的就是的镜头	8,10 1
光圈大	0,2 1
这款机子外形比较小巧	4,6 1
电池续航能力一般	0,6 -1
手感很差	0,2 -1
大而通透的莱卡镜头实在是很帅	5,9 1
加上做工精良的光学取景器	7,12 1
这对焦屏绝对给人耳目一新的感觉	1,4 1
不仅成像清晰度高	2,7 1
的苗条身材	3,5 1
大拨轮在浏览图片时比较爽	0,3 1
但是白平衡有时不太好	2,5 -1
镜头反映速度较块	0,6 1
电池时间长	0,4 1
拍了几张追焦挺准我用的镜头是和痰盂由于马达的原因追焦速度和准确率明显高于痰盂	4,6 1
具有全面的防水和防尘功能	5,7 1
勿扰模式很不错	0,4 1
连拍速度缩水	0,4 -1
功能全面	0,2 1
机子太小太轻	0,2 -1
对于物品的质感的表现上也比较到位	5,10 1
对焦速度快	0,4 1
成像质量高	0,4 1
硬盘太小	0,2 -1
手动对焦更慢一些	0,4 -1
而且对焦非常准确和迅速	2,4 1
这反映出产品做工的精细的一面	6,8 1
手感我觉得更好	0,2 1
手感也还可以没人家说握着不舒服的现象	0,2 1
变焦连贯	0,2 1
菜单使用起来方便快捷	0,2 1
微距性能极佳	0,4 1
优势完美的外形	5,7 1
结构复杂度能降低些	0,5 -1
优点自动对焦比快了太多太多了	2,6 1
方便携带或许是三星数码相机外观设计方面唯一值得称赞的一点了	13,17 1
另外在阳光下的显示效果不是很好	7,11 -1
有很好的夜摄效果	4,8 1
光线好的时候照片质量很高	6,10 1
和像质好是好	1,3 1
速度快	0,2 1
这机的性价比可以说得上极高的了	3,6 1
这款的画质清洁度感觉一般	3,8 -1
开关等没有的精细	0,2 -1
也许机器本身功耗偏高也是现在这种情况的起因之一	6,8 -1
按键镜头等做工不错	5,7 1
这样的显示方式无疑更直观和方便	3,7 1
取景偷拍成功率大大提升	0,2 1
可是Ⅱ重量偏大	3,5 -1
拍摄出的照片发虚	4,6 -1
具有强大的视频拍摄能力	5,11 1
对焦速度还可以	0,4 1
比如画面比的就要强	2,4 1
中所附带的被动式降噪功能十分实用	8,12 1
现在这个价格也算是很划算的	4,6 1
中心对焦点在暗光条件下的对焦能力更是远远的超过了	12,16 1
辅助对焦灯的作用也不太明显	0,5 -1
图像质量不佳	0,4 -1
同等价位中最好的套头	8,10 1
连拍很给力哦	0,2 1
固定背带环不好	0,5 -1
效果还不错	0,2 1
档案算蛮小的	0,2 1
暗部细节表现不是很理想	2,4 -1
手柄太小	0,2 -1
对噪点的控制较为理想	1,6 1
低感光度拍摄的图像犀利清晰层次好	7,9 1
成像清晰锐利	0,2 1
操作响应速度快	0,6 1
配合键使操控能力提升	4,8 1
不过超薄的设计还是很吸引眼球	5,7 1
性价比极高	0,3 1
性价比较高	0,3 1
在室内复杂光源条件下拍摄也能得到比较好的色调还原	20,24 1
分辨率也高	0,3 1
并且合焦精度非常高	2,6 1
颜色失真	0,2 -1
这个产品的外观还可以吧	5,7 1
大小也正好	0,2 1
焦段相当长	0,2 1
的内部降噪程序效果非常明显	3,9 1
色彩还原中规中矩	0,4 1
没有单独把防抖功能设为独立的按键	14,16 -1
效果极好	0,2 1
开机关机很方便	0,4 1
广角不够用	0,2 -1
对焦精度太差了	0,4 -1
播放高清视频很给力	0,6 1
真的感觉的技术很强大	5,7 1
但反应度感观觉得不如的好	1,6 -1
而佳能相机的噪点控制相对较好	6,10 1
效果非同一般	0,2 1
的解像度可能很高	1,4 1
由于使用了全新的对焦模块	8,12 1
感觉细节处理不够好	2,6 -1
电池疲软	0,2 -1
但阴影处的表现欠佳	1,7 -1
的做工还是相当出色的	1,3 1
的快门时滞较短	1,5 1
价格便宜	0,2 1
画面干净的优点同样得以在上体现	0,2 1
理光那种流畅的瞬间对焦又再次回到了我的身边	9,11 1
厘米的厚度设计在非潜望镜式的卡式相机中是决无仅有的	3,7 1
手感挺好	0,2 1
效果比较厚一点	0,2 1
英寸万像素的超大屏幕	8,10 1
握持稳定	0,2 1
成像显著提升	0,2 1
难对焦	1,3 -1
操作性强	0,3 1
这在家用卡片机中的放大倍率是最大的	9,13 1
像素低感觉画面锐度要差一些	5,9 -1
不过这块看上去不够鲜艳	-1,-1 -1
当然考虑到价钱方便现在的价格很不错	12,14 1
优势十足镜头通光量充足	4,9 1
超级微距功能	2,6 1
启动速度也很快	0,4 1
从没想过徕卡的高感会做的如此优秀跟佳能尼康还是比不了了	7,9 1
对焦的速度上并不是很突出	0,5 -1
后来熟悉后就发现尼康的按键设置的还是比较合理的	11,15 1
屏幕的鲜艳一点	0,2 1
的对焦速度令人满意	1,5 1
广角端不足	0,3 -1
的成像固然不错	1,3 1
但是其续航能力的确非常强	3,7 1
手感手感非常好	2,4 1
功能强大	0,2 1
感觉开机速度不错	2,6 1
两者造型厚实	2,4 1
画质特别好	0,2 1
屏幕效果细腻著称	0,4 1
但是对焦真的很好	2,4 1
为此花费不小	2,4 -1
只是操控起来略显繁琐	2,4 -1
依然有着清晰锐力的成像品质	9,13 1
对焦速度很快	0,4 1
性能使用的虽是富士自产的超级	-1,-1 1
自定义对焦点太少了	0,6 -1
整体成像表现一般	0,4 -1
而内存在同一像素中占的内存是最小的	1,3 1
按键布局更加合理	0,4 1
的对焦速度还算可以	1,5 1
的镜头配置也绝对称的上主流	1,5 1
但是电池实在不耐用	2,4 -1
快门速度缩水	0,4 -1
方向性较强	0,3 1
快门清脆	0,2 1
其实他的外表确实做的没有漂亮	4,6 -1
机身小巧	0,2 1
画质优秀	0,2 1
高感也不错	0,2 1
层次感强	0,3 1
屏幕触控性好	0,5 1
总体来说对的评价很差	-1,-1 -1
信号强	0,2 1
经济性毋庸置疑	0,3 1
高值时噪点控制不好	3,7 -1
图象色彩艳丽	0,4 1
价格对我来说也贵了	0,2 -1
显示效果当然是胜出	0,4 1
机身很大	0,2 1
但调节范围较小	1,5 -1
声音比较大	0,2 1
色彩还原到位	0,4 1
整机手感很棒	2,4 1
带的高清摄像	4,6 1
操控优秀的个机子	0,2 1
通过这个底座实现了全面简易的连接功能	14,18 1
自动白平衡比较准确	0,5 1
变焦速度和对焦速度还可以	0,4 1
拍出来的照片色调有些奇怪	4,8 -1
色彩层次和场景包容能力也不差	0,4 1
有很好的录音品质但没有单独提供录音功能	4,8 1
一直嫌那两台单反有点笨重	-1,-1 -1
非常人性化的设计啊	6,8 1
细腻度大打折扣	0,3 -1
方便的取电方式	3,7 1
丰富的场景模式	3,7 1
画质细腻	0,2 1
倍光学变焦的镜头让人很是喜欢	6,8 1
的成像尽管清晰度比较高	5,8 1
此机的编辑功能较强	3,7 1
屏幕颗粒感不严重	2,5 1
尼康的操控性要强些	3,6 1
技术参数醒目	0,4 1
有些游戏可能运行很吃力	2,4 -1
所以对于画面噪点控制的相当不错	4,8 1
对比度非常差	0,3 -1
尤其拍微距够毒	2,5 1
特别是大大的镜头	6,8 1
微距表现好	0,4 1
手感细腻	0,2 1
这块屏的色彩还原性比较突出	4,9 1
使用它的取景十分费力	-1,-1 -1
微距模式就是酷	0,4 1
不过性价比确实不错	2,5 1
分辨率高质量的录像	7,9 1
给人不错的操作感受	5,7 1
质感没有来的舒服	0,2 -1
全景照片真的很爽	0,4 1
我还没有发现过有严重紫边的情况	10,12 1
噪音控制得不好	0,2 -1
拓展功能丰富	0,4 1
且拍的图像鲜艳很饱和	3,5 1
外观也比好看	0,2 1
高感性能强大	0,4 1
质感太差	0,2 -1
控制紫边能力等方面的表现均属上乘	10,12 1
超过就会惨不忍睹	-1,-1 -1
可视角不算小啊	0,3 1
提供了更大曝光量	5,8 1
在比较暗的地方其对焦成功率仍然很高	8,13 1
但是后来觉得操控上和手感上会威武很多	6,8 1
档位丰富	0,2 1
的内变焦镜头变焦噪音特别低	6,10 1
画面也不太锐利	0,2 -1
肩屏显示的信息很多	0,7 1
外观比较唬人	0,2 -1
光线明暗度掌握得比较到位	0,5 1
价钱不算低	0,2 -1
宽大的机身以及手柄	3,5 1
景深表现也不错	0,4 1
机身右侧设计过于平滑且没有任何凸起	4,6 -1
的配件奇贵	1,3 -1
反应稍显慢	0,2 -1
在噪点控制上还是不错的	1,5 1
超微距下背景虚化效果较好	4,10 1
长焦端感觉对焦速度慢	5,9 -1
外观依旧不专业	0,2 -1
配件的价格偏贵	0,5 -1
把短片在电脑上播放时图像很清晰	10,12 1
且光滑的金属镜头滑盖易留下手指纹	6,10 -1
菜单设计比较合理	0,4 1
就是软件确实有点少了	2,4 -1
的样子见仁见智了	1,3 -1
尽管的画面已经非常细腻了	3,5 1
还具有六种特殊而又常用的场景模式	12,16 1
色彩还原和清晰度比好很多	0,4 1
的操控十分流畅	1,3 1
体积太大	0,2 -1
二是回放照片感觉效果一般	8,10 -1
存取慢	0,2 -1
显示效果不敢恭维	0,4 -1
但是纹理较细	2,4 1
其他参数和配置也很主流	2,4 1
保证能给玩家足够好的手感	10,12 1
很不错的机器	-1,-1 1
片子发暗种种现象	0,2 -1
拍摄的照片在室外光线好的条件下表现非常好	0,5 1
手感不是很好	0,2 -1
高感绝对强大	0,2 1
还原准确	0,2 1
白平衡准确	0,3 1
很强扩展能力	2,6 1
成像效果佳	0,4 1
显示屏的像素低	0,6 -1
机内直接出片画质不错	6,8 1
这款产品太不尽如人意了	2,4 -1
所拍摄照片整体和谐	1,5 1
机身缝隙稍大	0,4 -1
总结拍照很犀利	2,4 1
做工算比较精细	0,2 1
感觉的开机速度并不快	3,7 -1
光学防抖在短焦段发挥比较出色	0,4 1
相机挺给力的	0,2 1
色彩不偏差	0,2 1
初步的印象是确实相机的整体做工非常的好	13,15 1
存储时间等等都较长	0,4 -1
配置一般	0,2 -1
相对自带的显示屏好太多了	5,8 1
就觉得的快门声格外的好听	4,7 1
快门延时很长	0,4 -1
外观工艺不错	0,4 1
抓拍方面表现得也尤为出色	0,4 1
还有就是场景方面多张连拍很方便	10,12 1
机身更加轻巧	0,2 1
镜头在同级相机中偏好	0,2 1
导致视频文件的体积巨大	2,9 -1
观景窗視野非常明亮	0,5 1
菜单详细	0,2 1
按键布局也较为合理	0,4 1
对焦速度相当快	0,4 1
对焦方式丰富且单点高速对焦速度很快	0,4 1
对目前最为流行的短片拍摄做得也很好	8,12 1
万像素的显示非常清楚	4,6 1
具有较强的动态影像拍摄能力	9,13 1
镜头很实用	0,2 1
拍摄模式不够丰富	0,4 -1
后期成本较低	2,4 1
外观设计感觉没有专业	0,4 -1
相机效果好	0,4 1
防尘不好	0,2 -1
转盘控制轮的位置有点尴尬	0,8 -1
开机速度快	0,4 1
屏幕非常艳丽	0,2 1
无敌兔的画质可以用赏心悦目来形容	4,6 1
为我们的成像预览带来了极大的视觉效果	14,18 1
外形优美	0,2 1
的上参数显示比较清晰	2,6 1
的超级防抖功能	3,7 1
外观采用银色给人一种时尚的感觉	0,2 1
且设置项目较多	1,5 1
搭配上丰富的种场景拍摄模式	7,13 1
操作够复杂的	0,2 -1
快门声音貌似比清脆一些	0,4 1
噪点也很突出	0,2 -1
在短片拍摄上比较弱	1,5 -1
机背上的按钮也过于集中	4,6 -1
使用感受运行还算流畅	4,6 1
拍摄的时候稳定性欠佳	5,8 -1
高速的数字影像处理器是佳能又一法宝	5,10 1
录音的效果也一般	0,5 -1
第一个感觉就是比卡片机好太多	-1,-1 1
画面比细腻	0,2 1
但液晶屏幕效果还是出众	1,7 1
画面也惨不忍睹	0,2 -1
手动对焦模式下的对焦点放大功能十分的人性化	8,15 1
而且还带有诱人的广角	8,10 1
功能齐全	0,2 1
同时又具备全面的自动功能	8,12 1
特别是微距不错	3,5 1
的手感应该比较好	1,3 1
比较小巧的机身配合索尼一贯的精良做工	5,7 1
造成录像时间太短	2,6 -1
界面漂亮	0,2 1
光学变焦速度比较慢	0,6 -1
快门速度设置华而不实	0,6 -1
闪光回电有些慢	0,4 -1
高清摄像	2,4 1
高感不佳	0,2 -1
憨厚的外观十分惹人喜爱	3,5 1
自动白平衡比较准确	0,5 1
第一个缺点就是风景照很差	7,10 -1
紫边现象控制得不够理想	0,4 -1
操作界面也很方便友好	0,4 1
价格低廉	0,2 1
效率极高	0,2 1
富士的机器同等下效果确实比其他没做技术优化的竞争型号要好一些	8,10 1
性价比低	0,3 -1
