text,sentiment
所以对于画面噪点控制的相当不错,1
对比度非常差,-1
尤其拍微距够毒,1
特别是大大的镜头,1
微距表现好,1
手感细腻,1
这块屏的色彩还原性比较突出,1
使用它的取景十分费力,-1
微距模式就是酷,1
不过性价比确实不错,1
分辨率高质量的录像,1
给人不错的操作感受,1
质感没有来的舒服,-1
全景照片真的很爽,1
我还没有发现过有严重紫边的情况,1
噪音控制得不好,-1
拓展功能丰富,1
且拍的图像鲜艳很饱和,1
外观也比好看,1
高感性能强大,1
质感太差,-1
控制紫边能力等方面的表现均属上乘,1
超过就会惨不忍睹,-1
可视角不算小啊,1
提供了更大曝光量,1
在比较暗的地方其对焦成功率仍然很高,1
但是后来觉得操控上和手感上会威武很多,1
档位丰富,1
的内变焦镜头变焦噪音特别低,1
画面也不太锐利,-1
肩屏显示的信息很多,1
外观比较唬人,-1
光线明暗度掌握得比较到位,1
价钱不算低,-1
宽大的机身以及手柄,1
景深表现也不错,1
机身右侧设计过于平滑且没有任何凸起,-1
的配件奇贵,-1
反应稍显慢,-1
在噪点控制上还是不错的,1
超微距下背景虚化效果较好,1
长焦端感觉对焦速度慢,-1
外观依旧不专业,-1
配件的价格偏贵,-1
把短片在电脑上播放时图像很清晰,1
且光滑的金属镜头滑盖易留下手指纹,-1
菜单设计比较合理,1
就是软件确实有点少了,-1
的样子见仁见智了,-1
尽管的画面已经非常细腻了,1
还具有六种特殊而又常用的场景模式,1
色彩还原和清晰度比好很多,1
的操控十分流畅,1
体积太大,-1
二是回放照片感觉效果一般,-1
存取慢,-1
显示效果不敢恭维,-1
但是纹理较细,1
其他参数和配置也很主流,1
保证能给玩家足够好的手感,1
很不错的机器,1
片子发暗种种现象,-1
拍摄的照片在室外光线好的条件下表现非常好,1
手感不是很好,-1
高感绝对强大,1
还原准确,1
白平衡准确,1
很强扩展能力,1
成像效果佳,1
显示屏的像素低,-1
机内直接出片画质不错,1
这款产品太不尽如人意了,-1
所拍摄照片整体和谐,1
机身缝隙稍大,-1
总结拍照很犀利,1
做工算比较精细,1
感觉的开机速度并不快,-1
光学防抖在短焦段发挥比较出色,1
相机挺给力的,1
色彩不偏差,1
初步的印象是确实相机的整体做工非常的好,1
存储时间等等都较长,-1
配置一般,-1
相对自带的显示屏好太多了,1
就觉得的快门声格外的好听,1
快门延时很长,-1
外观工艺不错,1
抓拍方面表现得也尤为出色,1
还有就是场景方面多张连拍很方便,1
机身更加轻巧,1
镜头在同级相机中偏好,1
导致视频文件的体积巨大,-1
观景窗視野非常明亮,1
菜单详细,1
按键布局也较为合理,1
对焦速度相当快,1
对焦方式丰富且单点高速对焦速度很快,1
对目前最为流行的短片拍摄做得也很好,1
万像素的显示非常清楚,1
具有较强的动态影像拍摄能力,1
镜头很实用,1
拍摄模式不够丰富,-1
后期成本较低,1
外观设计感觉没有专业,-1
相机效果好,1
防尘不好,-1
转盘控制轮的位置有点尴尬,-1
开机速度快,1
屏幕非常艳丽,1
无敌兔的画质可以用赏心悦目来形容,1
为我们的成像预览带来了极大的视觉效果,1
外形优美,1
的上参数显示比较清晰,1
的超级防抖功能,1
外观采用银色给人一种时尚的感觉,1
且设置项目较多,1
搭配上丰富的种场景拍摄模式,1
操作够复杂的,-1
快门声音貌似比清脆一些,1
噪点也很突出,-1
在短片拍摄上比较弱,-1
机背上的按钮也过于集中,-1
使用感受运行还算流畅,1
拍摄的时候稳定性欠佳,-1
高速的数字影像处理器是佳能又一法宝,1
录音的效果也一般,-1
第一个感觉就是比卡片机好太多,1
画面比细腻,1
但液晶屏幕效果还是出众,1
画面也惨不忍睹,-1
手动对焦模式下的对焦点放大功能十分的人性化,1
而且还带有诱人的广角,1
功能齐全,1
同时又具备全面的自动功能,1
特别是微距不错,1
的手感应该比较好,1
比较小巧的机身配合索尼一贯的精良做工,1
造成录像时间太短,-1
界面漂亮,1
光学变焦速度比较慢,-1
快门速度设置华而不实,-1
闪光回电有些慢,-1
高清摄像,1
高感不佳,-1
憨厚的外观十分惹人喜爱,1
自动白平衡比较准确,1
第一个缺点就是风景照很差,-1
紫边现象控制得不够理想,-1
操作界面也很方便友好,1
价格低廉,1
效率极高,1
富士的机器同等下效果确实比其他没做技术优化的竞争型号要好一些,1
性价比低,-1
细节捕捉能力也一般,-1
效果马马虎虎,-1
液晶屏回放效果有点艳丽,-1
方向键的键程较短,-1
取景太小而且不够清晰,-1
其色彩还原度图像的清晰度防抖动的效果和在低照度下的拍摄都不错,1
但是开机速度很慢,-1
按键布局合理,1
初步感受机器很沉,-1
手动功能较差,-1
屏幕表面相对光亮一点,1
但是显示效果还算不错,1
出片成功率大大提高,1
而且在图象的细节表现方面和图象的分辨率上都是非常好,1
机身规格比其相近等級之与好上一些,1
操控方便,1
另外镜头变焦噪声也偏大,-1
对焦速度有所减慢,-1
握持感很合适,1
散热不好,-1
且分辨率很低只有,-1
但精度不高,-1
色彩饱满,1
此处的人性化设计值得赞赏,1
通话质量也不错,1
使用一块万像素英寸的液晶屏显示效果不错,1
测光好像也要好那么一点,1
宽容度小,-1
色彩搭配和谐自然,1
的内部降噪程序效果非常明显,1
录音效果很好且没有时间限制,1
但它给了我近乎完美的使用感受,1
页面滑动很顺,1
广角变形十分严重,-1
画质优异,1
感觉上总觉得的模样长得惨了点,-1
电池续航能力不强,-1
觉得这款机器非常好,1
它的噪点控制的不错,1
用的时候快门声音很怪,-1
屏幕太破了,-1
颜色很艳丽,1
效果特清晰,1
充满人性化设计的理念相比前代机型,1
迅捷准确的对焦,1
拿起来手感也不错,1
颗粒较粗,-1
从整体上看我对这个相机的设计网上说的转轮设计上有缺陷很容易坏和成像还是非常满意的,1
开机奇快,1
色彩不正及过渡不好,-1
暗部噪点控制相当好,1
噪点比较多,-1
握持感真的很棒,1
而且售后服务也比较差一些,-1
速度非常快,1
操控不太方便,-1
最最值得一提的是体积很小巧,1
菜单操作不够人性化,-1
高感给人的感觉很精细,1
整机手感也不错,1
屏幕显示出众,1
在最高剛感光度的模式下噪点放大时明显,-1
出色的光学性能,1
先对焦后构图速度太慢且容易焦点偏移,-1
持握手感不错,1
屏幕实际显示效果较佳,1
个人感觉它的测光系统检测出来的曝光量非常合适,1
对焦速度很快这个与其定位相符,1
可是很多照片在机器上看起来很清晰,1
存盘速度都非常理想,1
锐度强,1
取景的舒适度提高不少,1
总的来说还是不错的,1
原装电池容量较小,-1
手柄大小适中,1
的成像要比奶昔结实,1
续航还是不错的,1
晚上可能会用上但噪点比较多,-1
画质很好,1
翻转屏非常好用,1
点对焦够用,1
真机重量比上一代轻了很多,1
所以让人感觉塑料感稍重,-1
做工精细,1
通话质量还是可以的,1
成像质量较好,1
做工细致的外壳,1
电池强劲,1
手机外观一般,-1
操作更加便捷,1
手动能力弱,-1
显示效果非常出色,1
手动峰值对焦确实不错,1
层次感也差了些,-1
仿抖做的不是很好,-1
层次较为分明,1
触感舒适,1
主观感觉读写速度不错,1
做工精细,1
塑料卡口的缺点是耐用性差,-1
的宽容度不错,1
色彩自然,1
两个取景器都不错,1
佳能操控性好,1
显示效果出色,1
功能相当的多,1
光学防抖较好,1
电池坑爹,-1
画面柔和细腻,1
值得一提的是夜景拍摄模式,1
视频拍摄功能不够强大,-1
一个比较人性化的设计就是机身和底座都会在充电时显示进程,1
镜头素质确实无可挑剔,1
是近年来采用感光元件品质最低的一款,-1
长焦焦段有不错的背景虚化能力,1
实际用下来觉得中心对焦点非常准,1
密封不好等,-1
复杂光源下肤色表现非常好,1
我手持拍摄的出片率较低,-1
随机附送的相机吊带金属环扣太长使用时老是与显示屏相碰易划花,-1
细节和色彩表现都非常出众,1
价钱便宜又通用,1
画面流畅,1
动态格式的短片体积很大,1
屏幕显示效果不错,1
性能趋于专业化,1
感觉佳能的操作有点不那么方便,-1
画面色彩有些淡,-1
各部件的接缝十分细小,1
速度快,1
色彩艳丽饱和,1
对强光源的处理不好,-1
传输使用中速度也确实不错,1
光线有点暗淡,-1
存储速度快,1
整体效果一般,-1
拍摄出来的相片效果相当不错,1
音效应该还算可以,1
机身材质脆弱,-1
充电确实很慢,-1
而且操作容易掌握,1
是非常有前途的系统,1
软件运行也很快,1
照相也比好,1
此机功能较多,1
但是的触屏体验看起来还不错,1
外观小巧,1
它的开机启动速度较慢,-1
窃以为还是徕卡的软件功底差了,-1
屏幕大,1
对焦太慢了,-1
佳能在机身细节部位要比二代用心很多,1
呼吸灯准确无误,1
拥有庞大的镜头群,1
佳能不仅在长焦距性能上出众,1
优点高感很不错,1
在肩屏的信息显示量上也不够丰富,-1
界面华丽,1
按钮设计得很顺手,1
对焦速度偏慢,-1
这无论是读取还是写入的速度都不像卡快啊,-1
好在奥林巴斯的售后非常好,1
超级,1
充电速度很满意,1
不过与相比的机身确实短了一些从左到右方向,1
另外的信号也不错,1
声音的也比大,1
手感比预想的要好,1
画面颗粒感较强,-1
是目前功能最强的倍光学变焦数码相机,1
寸万像素显示效果尚可,1
至于防尘就不在话下了,1
外形小巧,1
精良的做工,1
相机右部的握柄部位手感极佳,1
而且照相的效果很一般,-1
的手感特别好,1
光圈小,-1
它的微距更是让人得心应手,1
屏幕的色彩显示要比好上很多,1
操作上更方便了,1
前后均匀的配重,1
机身尺寸和重量上要比轻薄一些机子整个布局,1
场景模式过多,1
其中最为实用的当数降噪功能,1
保证了优质的成像效果,1
并且它的拍摄模式也是非常的多,1
过于艳丽,-1
当然还是有些高,1
电池坚持时间久,1
其电力还是比较强劲的,1
寸万象素的液晶屏有点落伍了,-1
效果好,1
电池也如大家说的一样使劲折腾的话真是不怎么耐用,-1
的机顶液晶屏更大,1
按键手感毫无悬念,-1
双面玻璃质感没有想象中的好,-1
倍的拉近感还是不错的,1
展现了较好的层次感,1
连拍的威力真的很爽,1
锐度高些,1
画面清晰,1
夜景手持真的很吃力,1
机身很大,1
就是防抖性非常非常差,-1
虽然广角端视野较标准头要小,-1
摄像画质好过同时期的佳能尼康的半幅机新上市的尼康那块东芝的感光元件听说更强,1
超长的电池寿命是,1
总体上感觉还不错,1
快速的自动对焦系统装配的是点人工智能自动对焦,1
清晰度都不错,1
使用起来她的反应迅速,1
色彩还原真实可靠,1
成色比我的机好,1
玩了半年就出掉了主要是边缘成像太差色散严重,-1
画质也好,1
拍的照片很漂亮,1
画面迟滞非常明显,-1
屏幕更是出色,1
耗电量比较大,-1
外观喜欢,1
拍照功能比较复杂,-1
连拍够用了,1
金属背壳非常有质感,1
